,Author,Year,ID,R_T,H,d,fcm,bw,hf,E_f,f_fu,nf_tf,sf,wf,Rho_f,S_U_O,alpha,f_yy,S,Phi_s,Rho_sw,Asb,Ast,E_s,a_d,V_f_exp,V_R_exp,A_fpl,A_spl,SFI_factor,R,Deformed,Round,eps_fu,w_s,e_fe
98,Barros and Dias,2006,A12_M,1,300.0,280.0,49.2,150.0,300.0,390.0,3000.0,0.334,95.0,25,0.0011719298245614035,1,90,0.0,0.0,0.0,0.0,452.3893421169302,56.548667764616276,200.0,2.142857142857143,31.5,89.8,0.17578947368421052,0.0,0.17578947368421052,,0,0,0.007692307692307693,0.2631578947368421,0.001531552280055274
99,Rizzo and Lorenzis,2009,UW 90,1,210.0,173.0,29.3,200.0,210.0,230.0,3430.0,0.165,150.0,150,0.00165,1,90,665.3,160.0,6.0,0.0017671458676442587,1520.53084433746,760.26542216873,251.5,3.0,19.3,141.5,0.33,0.3534291735288517,0.7164671180108966,20.0,1,0,0.01491304347826087,1.0,0.0012108664282577326
100,Dias and Barros,2010,2S-M(1),0,400.0,360.0,39.7,180.0,300.0,218.4,2863.0,0.176,114.0,60,0.0010292397660818713,1,90,542.0,300.0,6.0,0.0010471975511965976,1809.5573684677208,678.5840131753953,200.0,2.5,12.8,162.6,0.18526315789473682,0.18849555921538758,0.35787813886120895,,1,0,0.01310897435897436,0.5263157894736842,0.0010545010545010545
101,Dias and Barros,2010,2S-M(2),0,400.0,360.0,39.7,180.0,300.0,218.4,2863.0,0.352,114.0,60,0.0020584795321637425,1,90,542.0,300.0,6.0,0.0010471975511965976,1809.5573684677208,678.5840131753953,200.0,2.5,39.8,185.1,0.37052631578947365,0.18849555921538758,0.5431412967559458,,1,0,0.01310897435897436,0.5263157894736842,0.0016394196081696082
102,Araki et al,1997,CF045,1,400.0,336.0,24.8,200.0,400.0,235.0,3835.0,0.111,170.769,40,0.00026000035135182614,0,90,344.0,172.0,6.0,0.0016438566210644268,,,188.0,1.5595238095238095,17.5,118.0,0.05200007027036523,0.32877132421288535,0.3150171296406735,10.0,0,0,0.016319148936170213,0.23423455076741093,0.0035801915612420927
103,Araki et al,1997,CF064,1,400.0,336.0,24.9,200.0,400.0,235.0,3835.0,0.111,172.667,70,0.0004499991312758084,0,90,344.0,172.0,6.0,0.0016438566210644268,,,188.0,1.5595238095238095,30.5,131.0,0.08999982625516167,0.32877132421288535,0.35301688562546996,10.0,0,0,0.016319148936170213,0.40540462277099854,0.003605207905473862
104,Araki et al,1997,CF097,1,400.0,336.0,25.2,200.0,400.0,235.0,3835.0,0.111,172.667,120,0.0007714270821871,0,90,344.0,172.0,6.0,0.0016438566210644268,,,188.0,1.5595238095238095,53.0,153.5,0.15428541643742,0.32877132421288535,0.4173024758077283,10.0,0,0,0.016319148936170213,0.6949793533217117,0.0036544593795923585
105,Araki et al,1997,CF131,1,400.0,336.0,25.4,200.0,400.0,235.0,3835.0,0.111,1.0,1,0.00111,0,90,344.0,172.0,6.0,0.0016438566210644268,,,188.0,1.5595238095238095,78.5,179.0,0.222,0.32877132421288535,0.48501705937030826,10.0,0,0,0.016319148936170213,1.0,0.003761740463868123
106,Araki et al,1997,CF243,1,400.0,336.0,25.6,200.0,400.0,235.0,3835.0,0.222,1.0,1,0.00222,0,90,344.0,172.0,6.0,0.0016438566210644268,,,188.0,1.5595238095238095,103.0,203.5,0.444,0.32877132421288535,0.7070170593703082,10.0,0,0,0.016319148936170213,1.0,0.002467893425340234
107,Funakawa et al,1997,S-2,1,600.0,510.0,35.0,600.0,600.0,240.0,3834.0,0.167,1.0,1,0.0005566666666666667,0,90,337.0,190.0,10.0,0.0013778915147323655,,,195.0,2.5,243.0,691.5,0.334,0.8267349088394192,1.0057221134320282,20.0,0,0,0.015975,1.0,0.005052395209580838
108,Funakawa et al,1997,S-3,1,600.0,510.0,35.0,600.0,600.0,240.0,3834.0,0.334,1.0,1,0.0011133333333333334,0,90,337.0,190.0,10.0,0.0013778915147323655,,,195.0,2.5,346.5,795.0,0.668,0.8267349088394192,1.3397221134320283,20.0,0,0,0.015975,1.0,0.0036021706586826345
109,Funakawa et al,1997,S-4,1,600.0,510.0,35.0,600.0,600.0,240.0,3834.0,0.501,1.0,1,0.00167,0,90,337.0,190.0,10.0,0.0013778915147323655,,,195.0,2.5,493.5,942.0,1.002,0.8267349088394192,1.6737221134320281,20.0,0,0,0.015975,1.0,0.003420242847638057
110,Kamiharako et al,1997,2,1,500.0,400.0,32.6,250.0,500.0,244.0,3990.0,0.111,100.0,40,0.0003552,0,90,0.0,0.0,0.0,0.0,,,0.0,2.5,104.2,285.2,0.0888,0.0,0.0888,20.0,0,0,0.016352459016393442,0.4,0.009618224782159209
111,Kamiharako et al,1997,7,1,700.0,600.0,32.6,400.0,700.0,244.0,3990.0,0.111,100.0,40,0.000222,0,90,0.0,0.0,0.0,0.0,,,0.0,1.6666666666666667,273.8,568.8,0.0888,0.0,0.0888,20.0,0,0,0.016352459016393442,0.4,0.01805230288836846
112,Taerwe et al,1997,BS7,1,450.0,420.0,34.7,200.0,450.0,279.52,3494.0,0.11,200.0,50,0.000275,0,90,559.0,400.0,6.0,0.0007068583470577035,,,200.0,2.9761904761904763,49.75,117.75,0.055,0.1413716694115407,0.1561531692984693,30.0,0,0,0.0125,0.25,0.007191260053309281
113,Umezu et al,1997,CS1,1,300.0,257.0,40.5,300.0,300.0,244.0,4280.0,0.111,1.0,1,0.00074,0,90,0.0,0.0,0.0,0.0,,,0.0,2.9571984435797667,87.0,214.0,0.222,0.0,0.222,20.0,0,0,0.017540983606557377,1.0,0.005353714370107813
114,Umezu et al,1997,CS2,1,300.0,257.0,40.5,300.0,300.0,244.0,4280.0,0.111,200.0,100,0.00037,0,90,0.0,0.0,0.0,0.0,,,0.0,2.9571984435797667,32.0,159.0,0.111,0.0,0.111,20.0,0,0,0.017540983606557377,0.5,0.003938364594102299
115,Umezu et al,1997,CS3,1,300.0,257.0,44.5,150.0,300.0,244.0,4280.0,0.111,200.0,100,0.00074,0,90,0.0,0.0,0.0,0.0,,,0.0,3.11284046692607,69.0,116.0,0.111,0.0,0.111,20.0,0,0,0.017540983606557377,0.5,0.008492098656033082
116,Khalifa,1999,B-CF4,1,305.0,255.0,60.0,150.0,305.0,228.0,3500.0,0.165,1.0,1,0.0022,0,90,0.0,0.0,0.0,0.0,,,0.0,3.588235294117647,47.0,140.0,0.33,0.0,0.33,20.0,0,0,0.015350877192982455,1.0,0.0020480909178061894
117,Beber,2003,V12_A,1,300.0,254.7,32.8,150.0,300.0,230.0,3400.0,0.111,100.0,50,0.00074,0,90,0.0,0.0,0.0,0.0,,,0.0,2.905378877110326,59.08,116.0,0.111,0.0,0.111,20.0,0,0,0.014782608695652174,0.5,0.007713800757279018
118,Beber,2003,V18_A,1,300.0,254.7,32.8,150.0,300.0,230.0,3400.0,0.111,100.0,50,0.00074,0,90,0.0,0.0,0.0,0.0,,,0.0,2.905378877110326,70.08,127.0,0.111,0.0,0.111,20.0,0,0,0.014782608695652174,0.5,0.009150019584802193
119,Beber,2003,V20_A,1,300.0,254.7,32.8,150.0,300.0,230.0,3400.0,0.111,100.0,50,0.00074,0,90,0.0,0.0,0.0,0.0,,,0.0,2.905378877110326,83.2,140.12,0.111,0.0,0.111,20.0,0,0,0.014782608695652174,0.5,0.010863036949993472
120,Beber,2003,V16_A,1,300.0,254.7,32.8,150.0,300.0,230.0,3400.0,0.111,1.0,1,0.00148,0,90,0.0,0.0,0.0,0.0,,,0.0,2.905378877110326,127.04,183.96,0.222,0.0,0.222,20.0,0,0,0.014782608695652174,1.0,0.008293510902206555
121,Beber,2003,V18_B,1,300.0,254.7,32.8,150.0,300.0,230.0,3400.0,0.111,1.0,1,0.00148,0,90,0.0,0.0,0.0,0.0,,,0.0,2.905378877110326,145.49,202.41,0.222,0.0,0.222,20.0,0,0,0.014782608695652174,1.0,0.009497976237106673
122,Diagana et al,2003,PC1,1,450.0,403.0,38.0,130.0,450.0,105.0,1400.0,0.43,200.0,40,0.001323076923076923,0,90,240.0,300.0,6.0,0.001449965840118366,,,210.0,2.2332506203473947,67.5,177.5,0.172,0.18849555921538758,0.5489911184307752,20.0,0,0,0.013333333333333334,0.2,0.008305647840531562
123,Diagana et al,2003,PC2,1,450.0,403.0,38.0,130.0,450.0,105.0,1400.0,0.43,250.0,40,0.0010584615384615385,0,90,240.0,300.0,6.0,0.001449965840118366,,,210.0,2.2332506203473947,45.0,155.0,0.1376,0.18849555921538758,0.5145911184307752,20.0,0,0,0.013333333333333334,0.16,0.0069213732004429675
124,Diagana et al,2003,PC3,1,450.0,403.0,38.0,130.0,450.0,105.0,1400.0,0.43,424.26406871192853,40,0.0006237044428927495,0,45,240.0,300.0,6.0,0.001449965840118366,,,210.0,2.2332506203473947,35.5,145.5,0.08108157757605744,0.18849555921538758,0.4580726960068326,20.0,0,0,0.013333333333333334,0.09428090415820634,0.009266257191628807
125,Diagana et al,2003,PC4,1,450.0,403.0,38.0,130.0,450.0,105.0,1400.0,0.43,494.9747468305833,40,0.0005346038081937854,0,45,240.0,300.0,6.0,0.001449965840118366,,,210.0,2.2332506203473947,22.0,132.0,0.0694984950651921,0.18849555921538758,0.4464896134959673,20.0,0,0,0.013333333333333334,0.08081220356417686,0.006699547453102517
126,Alagusundaramoorthy et al ,2003,SB3-90,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.0,1,0.0015652173913043477,0,90,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,33.0,231.5,0.36,0.42411500823462206,0.7320307089777387,20.0,0,0,0.02149122807017544,1.0,0.0010580178516466606
127,Alagusundaramoorthy et al ,2003,SB4-90,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.0,1,0.0015652173913043477,0,90,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,19.0,217.5,0.36,0.42411500823462206,0.7320307089777387,20.0,0,0,0.02149122807017544,1.0,0.0006091617933723197
128,Alagusundaramoorthy et al ,2003,SB5-90,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.0,1,0.0015652173913043477,0,90,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,36.0,234.5,0.36,0.42411500823462206,0.7320307089777387,20.0,0,0,0.02149122807017544,1.0,0.0011542012927054479
129,Alagusundaramoorthy et al ,2003,SB6-90,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.0,1,0.0015652173913043477,0,90,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,19.5,218.0,0.36,0.42411500823462206,0.7320307089777387,20.0,0,0,0.02149122807017544,1.0,0.0006251923668821176
130,Alagusundaramoorthy et al ,2003,SB7-90-0,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.36,1.0,1,0.0031304347826086954,0,90,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,42.5,241.0,0.72,0.42411500823462206,1.0920307089777386,20.0,0,0,0.02149122807017544,1.0,0.0006812993741664102
131,Alagusundaramoorthy et al ,2003,SB8-90-0,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.36,1.0,1,0.0031304347826086954,0,90,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,28.5,227.0,0.72,0.42411500823462206,1.0920307089777386,20.0,0,0,0.02149122807017544,1.0,0.0004568713450292398
132,Alagusundaramoorthy et al ,2003,SB9-45,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.4142135623730951,1,0.0011067758314224222,0,45,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,66.0,264.5,0.2545584412271571,0.42411500823462206,0.6265891502048957,20.0,0,0,0.02149122807017544,0.7071067811865475,0.0029925263900631056
133,Alagusundaramoorthy et al ,2003,SB10-45,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.4142135623730951,1,0.0011067758314224222,0,45,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,75.0,273.5,0.2545584412271571,0.42411500823462206,0.6265891502048957,20.0,0,0,0.02149122807017544,0.7071067811865475,0.0034005981705262566
134,Alagusundaramoorthy et al ,2003,SB11-45,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.4142135623730951,1,0.0011067758314224222,0,45,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,56.0,254.5,0.2545584412271571,0.42411500823462206,0.6265891502048957,20.0,0,0,0.02149122807017544,0.7071067811865475,0.0025391133006596044
135,Alagusundaramoorthy et al ,2003,SB12-45,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.18,1.4142135623730951,1,0.0011067758314224222,0,45,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,67.0,265.5,0.2545584412271571,0.42411500823462206,0.6265891502048957,20.0,0,0,0.02149122807017544,0.7071067811865475,0.0030378676990034555
136,Alagusundaramoorthy et al ,2003,SB13-45-0,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.36,1.4142135623730951,1,0.0022135516628448444,0,45,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,58.0,256.5,0.5091168824543142,0.42411500823462206,0.8811475914320528,20.0,0,0,0.02149122807017544,0.7071067811865475,0.0013148979592701524
137,Alagusundaramoorthy et al ,2003,SB14-45-0,1,380.0,329.5,39.0,230.0,380.0,228.0,4900.0,0.36,1.4142135623730951,1,0.0022135516628448444,0,45,414.0,300.0,9.0,0.0018439782966722699,,,200.0,2.7769347496206374,72.5,271.0,0.5091168824543142,0.42411500823462206,0.8811475914320528,20.0,0,0,0.02149122807017544,0.7071067811865475,0.0016436224490876904
138,Adhikary et al,2004,C-4,1,300.0,245.0,50.4,300.0,300.0,230.0,3400.0,0.167,1.0,1,0.0011133333333333334,0,90,0.0,0.0,0.0,0.0,,,0.0,4.081632653061225,138.0,250.0,0.334,0.0,0.334,30.0,0,0,0.014782608695652174,1.0,0.005988023952095808
139,Miyajima et al,2005,case2,1,440.0,375.0,37.8,340.0,440.0,253.0,4840.0,0.111,150.0,50,0.0002176470588235294,0,90,381.5,150.0,4.0,0.0004927988476219283,,,200.0,2.933333333333333,81.3,212.3,0.074,0.16755160819145562,0.20645186418296885,20.0,0,0,0.019130434782608695,0.3333333333333333,0.009869283584698603
140,Miyajima et al,2005,case3,1,440.0,375.0,37.8,340.0,440.0,253.0,4840.0,0.111,150.0,75,0.00032647058823529406,0,90,381.5,150.0,4.0,0.0004927988476219283,,,200.0,2.933333333333333,122.0,253.0,0.11099999999999999,0.16755160819145562,0.24345186418296885,20.0,0,0,0.019130434782608695,0.5,0.009873330031432799
141,Miyajima et al,2005,case4,1,440.0,375.0,37.8,340.0,440.0,253.0,4840.0,0.111,150.0,88,0.00038305882352941185,0,90,381.5,150.0,4.0,0.0004927988476219283,,,200.0,2.933333333333333,132.0,263.0,0.13024000000000002,0.16755160819145562,0.26269186418296886,20.0,0,0,0.019130434782608695,0.5866666666666667,0.00910450515193598
142,Miyajima et al,2005,case5,1,440.0,375.0,37.8,340.0,440.0,253.0,4840.0,0.111,150.0,100,0.0004352941176470588,0,90,381.5,150.0,4.0,0.0004927988476219283,,,200.0,2.933333333333333,162.6,293.6,0.148,0.16755160819145562,0.28045186418296886,20.0,0,0,0.019130434782608695,0.6666666666666666,0.009869283584698603
143,Cao et al,2005,A2,1,250.0,222.5,24.400000000000002,150.0,250.0,249.0,3635.0,0.167,100.0,30,0.0006680000000000001,0,90,303.0,200.0,6.0,0.0018849555921538759,,,200.0,2.696629213483146,44.0,185.0,0.10020000000000001,0.2827433388230814,0.3273030833920333,20.0,0,0,0.014598393574297189,0.3,0.00705416476284379
144,Cao et al,2005,A3,1,250.0,222.5,24.400000000000002,150.0,250.0,249.0,3635.0,0.167,150.0,30,0.0004453333333333334,0,90,303.0,200.0,6.0,0.0018849555921538759,,,200.0,2.696629213483146,46.0,187.0,0.06680000000000001,0.2827433388230814,0.29390308339203325,20.0,0,0,0.014598393574297189,0.2,0.011062212923550488
145,Cao et al,2005,A5,1,250.0,222.5,24.400000000000002,150.0,250.0,249.0,3635.0,0.167,100.0,30,0.0006680000000000001,0,90,303.0,200.0,6.0,0.0018849555921538759,,,200.0,1.797752808988764,44.0,227.0,0.10020000000000001,0.2827433388230814,0.3273030833920333,20.0,0,0,0.014598393574297189,0.3,0.00705416476284379
146,Cao et al,2005,A6,1,250.0,222.5,24.400000000000002,150.0,250.0,249.0,3635.0,0.167,50.0,30,0.0013360000000000002,0,90,303.0,200.0,6.0,0.0018849555921538759,,,200.0,1.797752808988764,34.0,217.0,0.20040000000000002,0.2827433388230814,0.42750308339203325,20.0,0,0,0.014598393574297189,0.6,0.002725472749280555
147,Grande et al,2009,RS4W,1,450.0,405.1,21.0,250.0,450.0,392.0,2352.0,0.191,1.0,1,0.001528,0,90,500.0,400.0,8.0,0.001005309649148734,,,200.0,3.4559368057269806,130.0,250.0,0.382,0.25132741228718347,0.5102282715750937,20.0,0,0,0.006,1.0,0.0019292184587622132
148,Grande et al,2009,RS3W,1,450.0,405.1,21.0,250.0,450.0,392.0,2352.0,0.191,1.0,1,0.001528,0,90,500.0,300.0,8.0,0.0013404128655316449,,,200.0,3.4559368057269806,170.0,330.0,0.382,0.33510321638291124,0.5529710287667915,20.0,0,0,0.006,1.0,0.0025228241383813558
149,Grande et al,2009,RS2W,1,450.0,405.1,21.0,250.0,450.0,392.0,2352.0,0.191,1.0,1,0.001528,0,90,500.0,200.0,8.0,0.002010619298297468,,,200.0,3.4559368057269806,85.0,300.0,0.382,0.5026548245743669,0.6384565431501872,20.0,0,0,0.006,1.0,0.0012614120691906779
150,Colalillo&Sheikh,2012,S0-CS,1,650.0,583.0,47.5,400.0,650.0,94.0,1005.8,1.0,200.0,100,0.0025,0,90,0.0,0.0,0.0,0.0,,,0.0,2.9159519725557463,420.0,695.0,1.0,0.0,1.0,38.0,0,0,0.0107,0.5,0.006873977086743043
151,Colalillo&Sheikh,2012,S0-CA,1,650.0,583.0,47.5,400.0,650.0,94.0,1005.8,1.0,1.0,1,0.005,0,90,0.0,0.0,0.0,0.0,,,0.0,2.9159519725557463,640.0,915.0,2.0,0.0,2.0,38.0,0,0,0.0107,1.0,0.005237315875613748
152,Colalillo&Sheikh,2012,S5-CS,1,650.0,583.0,47.5,400.0,650.0,94.0,1005.8,1.0,200.0,100,0.0025,0,90,481.0,500.0,9.5,0.000708821842466197,,,214.0,2.9159519725557463,310.0,725.0,1.0,0.2835287369864788,1.645480316118154,38.0,0,0,0.0107,0.5,0.005073649754500819
153,Colalillo&Sheikh,2012,S5-CA,1,650.0,583.0,47.5,400.0,650.0,94.0,1005.8,1.0,1.0,1,0.005,0,90,481.0,500.0,9.5,0.000708821842466197,,,214.0,2.9159519725557463,473.0,888.0,2.0,0.2835287369864788,2.645480316118154,38.0,0,0,0.0107,1.0,0.003870703764320786
154,Colalillo&Sheikh,2012,S2-CS,1,650.0,583.0,47.5,400.0,650.0,94.0,1005.8,1.0,200.0,100,0.0025,0,90,481.0,250.0,9.5,0.001417643684932394,,,214.0,2.9159519725557463,293.0,844.0,1.0,0.5670574739729576,2.290960632236308,38.0,0,0,0.0107,0.5,0.004795417348608838
155,Colalillo&Sheikh,2012,S2-CA,1,650.0,583.0,47.5,400.0,650.0,94.0,1005.8,1.0,1.0,1,0.005,0,90,481.0,250.0,9.5,0.001417643684932394,,,214.0,2.9159519725557463,315.0,866.0,2.0,0.5670574739729576,3.290960632236308,38.0,0,0,0.0107,1.0,0.0025777414075286416
156,Grande et al.,2009,RS4Wa,1,450.0,420.0,21.0,250.0,450.0,392.0,2600.0,0.191,1.0,1,0.001528,0,90,476.0,400.0,8.0,0.001005309649148734,,,210.0,3.3333333333333335,130.0,250.0,0.382,0.25132741228718347,0.5166396851538483,20.0,0,0,0.0066326530612244895,1.0,0.0019292184587622132
157,Grande et al.,2009,RS3Wa,1,450.0,420.0,21.0,250.0,450.0,392.0,2600.0,0.191,1.0,1,0.001528,0,90,476.0,300.0,8.0,0.0013404128655316449,,,210.0,3.3333333333333335,170.0,330.0,0.382,0.33510321638291124,0.561519580205131,20.0,0,0,0.0066326530612244895,1.0,0.0025228241383813558
158,Grande et al.,2009,RS2Wa,1,450.0,420.0,21.0,250.0,450.0,392.0,2600.0,0.191,1.0,1,0.001528,0,90,476.0,300.0,8.0,0.0013404128655316449,,,210.0,3.3333333333333335,85.0,300.0,0.382,0.33510321638291124,0.561519580205131,20.0,0,0,0.0066326530612244895,1.0,0.0012614120691906779
159,Leung_et_al.,2007,SB-F1,1,180.0,155.0,27.4,76.0,180.0,235.0,4200.0,0.11,60.0,20,0.0009649122807017544,0,90,370.0,120.0,4.0,0.0027557830294647305,,,200.0,2.903225806451613,25.35,66.1,0.07333333333333333,0.20943951023931953,0.25157972502637127,20.0,0,0,0.017872340425531912,0.3333333333333333,0.008172147001934237
160,Leung_et_al.,2007,SB-F2,1,180.0,155.0,27.4,76.0,180.0,235.0,4200.0,0.11,60.0,20,0.0009649122807017544,0,90,370.0,120.0,4.0,0.0027557830294647305,,,200.0,2.903225806451613,25.9,66.65,0.07333333333333333,0.20943951023931953,0.25157972502637127,20.0,0,0,0.017872340425531912,0.3333333333333333,0.008349451966473243
161,Leung_et_al.,2007,MB-F1,1,360.0,305.0,27.4,150.0,360.0,235.0,4200.0,0.22,120.0,40,0.0009777777777777777,0,90,370.0,135.0,6.0,0.002792526803190927,,,200.0,2.9508196721311477,86.5,236.35,0.14666666666666667,0.41887902047863906,0.5031594500527425,20.0,0,0,0.017872340425531912,0.3333333333333333,0.0069713088330109595
162,Leung_et_al.,2007,MB-F2,1,360.0,305.0,27.4,150.0,360.0,235.0,4200.0,0.22,120.0,40,0.0009777777777777777,0,90,370.0,135.0,6.0,0.002792526803190927,,,200.0,2.9508196721311477,100.45,250.3,0.14666666666666667,0.41887902047863906,0.5031594500527425,20.0,0,0,0.017872340425531912,0.3333333333333333,0.008095583494519666
163,Teng_et_al.,2009,UBF-R6,1,300.0,260.0,37.92,150.0,300.0,266.0,3970.0,0.11,50.0,20,0.0005866666666666668,0,90,271.0,125.0,6.0,0.0030159289474462015,,,200.0,2.5,85.6,205.5,0.08800000000000001,0.4523893421169302,0.4281423624939325,25.0,0,0,0.014924812030075188,0.4,0.012189564821143766
164,Teng_et_al.,2009,BDF-R6,1,300.0,260.0,40.48,150.0,300.0,266.0,3970.0,0.11,50.0,20,0.0005866666666666668,0,90,271.0,125.0,6.0,0.0030159289474462015,,,200.0,2.5,61.0,180.9,0.08800000000000001,0.4523893421169302,0.4281423624939325,25.0,0,0,0.014924812030075188,0.4,0.008686488949646843
165,Teng_et_al.,2009,UBF-R8,1,300.0,260.0,36.72,150.0,300.0,266.0,3970.0,0.11,50.0,20,0.0005866666666666668,0,90,342.2,125.0,8.0,0.00536165146212658,,,200.0,2.5,55.0,198.3,0.08800000000000001,0.8042477193189871,0.6926975333225466,25.0,0,0,0.014924812030075188,0.4,0.007832080200501253
166,Teng_et_al.,2009,BDF-R8,1,300.0,260.0,36.32,150.0,300.0,266.0,3970.0,0.11,50.0,20,0.0005866666666666668,0,90,342.2,125.0,8.0,0.00536165146212658,,,200.0,2.5,70.3,213.6,0.08800000000000001,0.8042477193189871,0.6926975333225466,25.0,0,0,0.014924812030075188,0.4,0.01001082251082251
167,Grande et al,2013,RS4WL4,1,450.0,404.4,29.3,250.0,450.0,392.0,2600.0,0.191,1.0,1,0.001528,0,90,476.0,400.0,8.0,0.001005309649148734,,,210.0,3.4619188921859547,97.5,220.0,0.382,0.25132741228718347,0.5166396851538483,20.0,0,0,0.0066326530612244895,1.0,0.0014469138440716602
168,Grande et al,2013,RS4WL2.5,1,450.0,404.4,29.3,250.0,450.0,392.0,2600.0,0.191,1.0,1,0.001528,0,90,476.0,400.0,8.0,0.001005309649148734,,,210.0,3.4619188921859547,42.5,165.0,0.382,0.25132741228718347,0.5166396851538483,20.0,0,0,0.0066326530612244895,1.0,0.0006307060345953389
169,Al-Tersawy,2013,B3V1L-21,1,200.0,175.0,24.9,100.0,200.0,200.0,3400.0,0.13,150.0,100,0.0017333333333333335,0,90,240.0,200.0,8.0,0.00502654824574367,,,200.0,2.0,17.55,49.05,0.17333333333333334,0.5026548245743669,0.6759881579077003,20.0,0,0,0.017,0.6666666666666666,0.0025312500000000005
170,Al-Tersawy,2013,B4V2L-21,1,200.0,175.0,24.9,100.0,200.0,200.0,3400.0,0.26,150.0,100,0.003466666666666667,0,90,240.0,200.0,8.0,0.00502654824574367,,,200.0,2.0,18.5,50.0,0.3466666666666667,0.5026548245743669,0.8493214912410336,20.0,0,0,0.017,0.6666666666666666,0.0013341346153846155
171,Al-Tersawy,2013,B5Incl.1L-21,1,200.0,175.0,24.9,100.0,200.0,200.0,3400.0,0.13,212.13203435596427,100,0.0012256517540566822,0,90,240.0,200.0,8.0,0.00502654824574367,,,200.0,2.0,15.1,46.6,0.12256517540566823,0.5026548245743669,0.6252199999800352,20.0,0,0,0.017,0.4714045207910317,0.0030799939603606353
172,Al-Tersawy,2013,B6Incl.2L-21,1,200.0,175.0,24.9,100.0,200.0,200.0,3400.0,0.26,212.13203435596427,100,0.0024513035081133645,0,90,240.0,200.0,8.0,0.00502654824574367,,,200.0,2.0,22.4,53.9,0.24513035081133647,0.5026548245743669,0.7477851753857034,20.0,0,0,0.017,0.4714045207910317,0.0022844988315257686
173,Al-Tersawy,2013,B7Incl.1L-35,1,200.0,175.0,36.2,100.0,200.0,200.0,3400.0,0.13,212.13203435596427,100,0.0012256517540566822,0,45,240.0,200.0,8.0,0.00502654824574367,,,200.0,2.0,19.5,53.0,0.12256517540566823,0.5026548245743669,0.6252199999800352,20.0,0,0,0.017,0.4714045207910317,0.003977475644174329
174,Al-Tersawy,2013,B8Incl.2L-35,1,200.0,175.0,36.2,100.0,200.0,200.0,3400.0,0.26,212.13203435596427,100,0.0024513035081133645,0,45,240.0,200.0,8.0,0.00502654824574367,,,200.0,2.0,23.0,56.5,0.24513035081133647,0.5026548245743669,0.7477851753857034,20.0,0,0,0.017,0.4714045207910317,0.002345690764513066
175,Al-Tersawy,2013,B9Incl.3L-35,1,200.0,175.0,36.2,100.0,200.0,200.0,3400.0,0.39,212.13203435596427,100,0.003676955262170047,0,45,240.0,200.0,8.0,0.00502654824574367,,,200.0,2.0,28.5,62.0,0.3676955262170047,0.5026548245743669,0.8703503507913717,20.0,0,0,0.017,0.4714045207910317,0.00193774454459775
176,Sim et al,2005,CS90U,1,250.0,220.0,32.0,250.0,250.0,240.0,3500.0,0.2,1.0,1,0.0016,0,90,0.0,0.0,0.0,0.0,,,0.0,1.7,14.0,66.5,0.4,0.0,0.4,20.0,0,0,0.014583333333333334,1.0,0.0005833333333333333
177,Alzate,2012,W90S5(L),1,420.0,362.0,24.47,250.0,420.0,240.0,4000.0,0.293,500.0,300,0.0014064,0,90,500.0,380.0,8.0,0.0010582206833144568,,,200.0,3.4806629834254146,127.22,276.21,0.35159999999999997,0.2645551708286142,0.5720626423571784,20.0,0,0,0.016666666666666666,0.6,0.0035895994727052753
178,Alzate,2012,W90S3-a(L),1,420.0,362.0,22.58,250.0,420.0,240.0,3800.0,0.165,500.0,300,0.0007920000000000001,0,90,500.0,380.0,8.0,0.0010582206833144568,,,200.0,3.4806629834254146,162.43,311.42,0.198,0.2645551708286142,0.4184626423571785,20.0,0,0,0.015833333333333335,0.6,0.008138427930094597
